,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories
1685,MQo9LYFhpqc0PJTjj6sy8A,Jett Mechanical,"2420 West Ruthrauff Rd, Ste 140",Tucson,AZ,85705.0,32.2952767,-111.0189427,5.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Home Services, Shopping, Heating & Air Conditioning/HVAC, Appliances, Home & Garden"
1694,pvRqGsEqQ0Olc_f1tLbmrQ,Plaza Liquors & Fine Wines,2642 N Campbell Ave,Tucson,AZ,85719.0,32.2549632,-110.9435142,5.0,141,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'DriveThru': 'True', 'RestaurantsDelivery': 'True'}","Beer, Wine & Spirits, Food"
1714,hgnTEC1kCJZnKNV2dsqQoA,Bee Bustin,4680 N. Tonalea Trail,Tucson,AZ,85749.0,32.2928658,-110.793782,5.0,12,1,{'BusinessAcceptsCreditCards': 'True'},"Pest Control, Local Services"
1720,E1CkWhQrBxL_K73ALx57Kw,Loved By Jade,9510 E Stella Rd,Tucson,AZ,85730.0,32.1818367,-110.7890989,5.0,5,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'True', 'BikeParking': 'False', 'HairSpecializesIn': ""{u'africanamerican': False, u'asian': False, u'curly': False, u'perms': False, u'extensions': False, u'straightperms': False, u'coloring': True, u'kids': False}""}","Beauty & Spas, Shopping, Waxing, Hair Removal, Cosmetics & Beauty Supply, Hair Salons, Eyelash Service, Skin Care, Hair Stylists"
1721,w_MZ4uNuwLeUz3Az8Y8TCA,"Barry Kusman, MD, FACS - Facial Artistry & Aesthetics","1745 E Skyline Dr, Unit 101",Tucson,AZ,85718.0,32.3350652,-110.9458669,5.0,22,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True', 'AcceptsInsurance': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Health & Medical, Beauty & Spas, Dermatologists, Laser Hair Removal, Plastic Surgeons, Waxing, Cosmetic Surgeons, Doctors, Skin Care, Hair Removal, Medical Spas"
1750,UmSJrtpudDAK_6kr2UG9ng,Better Eyebrow Threading,"6970 E 22nd St, Ste 110",Tucson,AZ,85710.0,32.2053417,-110.8434904,5.0,21,1,"{'BikeParking': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Hair Removal, Threading Services, Beauty & Spas, Eyebrow Services"
1757,QZIQjHKzCyGSoQZCJRWnJA,Real Fit,7493 N Oracle Rd,Tucson,AZ,85704.0,32.3428312,-110.9777207,5.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'WheelchairAccessible': 'True'}","Fitness & Instruction, Boot Camps, Gyms, Trainers, Active Life"
1774,fplGFSDKeWwD5qQ4rWaEqw,AAA Soto's Moving & Storage,5645 S Country Club Rd,Tucson,AZ,85706.0,32.144603,-111.006414,5.0,123,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True'}","Movers, Home Services, Local Services, Self Storage, Packing Services"
1793,0Q_A1mtkXkovpuqgyT1BtA,Taqueria Rosita,2793 E Valencia Rd,Tucson,AZ,85706.0,32.134218,-110.9302738,5.0,27,1,"{'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'none'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False'}","Food Trucks, Food"
1806,CSge9fIlUAU1VxUPpQmyBQ,Rattlesnake Solutions,"4050 W Aerie Dr, Ste 60",Tucson,AZ,85741.0,32.3340595,-111.0508279,5.0,8,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Pest Control, Home Services, Wildlife Control, Local Services, Fences & Gates"
1811,kJOKIIxIZFDquoViYaEm8g,NaranTuda,5681 N Swan Rd,Tucson,AZ,85718.0,32.3099085,-110.8931744,5.0,6,1,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Health & Medical, Beauty & Spas, Massage Therapy, Yoga, Massage, Active Life, Fitness & Instruction, Pilates"
1818,LmbGTYqufVQX8kWuUzO8mg,Tucson Trap & Skeet Club,7800 W Old Ajo Hwy,Tucson,AZ,85735.0,32.15236,-111.136156,5.0,13,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True'}","Active Life, Gun/Rifle Ranges, Restaurants"
1832,RUuKV2oMfVYopInvLHbpBQ,Old Pueblo Gunsmith Services,3102 W Treeline Dr,Tucson,AZ,85741.0,32.3273548,-111.0333964,5.0,6,1,"{'BikeParking': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True'}","Shopping, Machine Shops, Appraisal Services, Guns & Ammo, Local Services, Gunsmith"
1848,Oq4ot47F_1V04XLj-v7F6A,Divorce Packet Processing,"6050 N Oracle Rd, Ste F",Tucson,AZ,85704.0,32.3165578,-110.9759335,5.0,9,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Legal Services, Professional Services, Lawyers, Divorce & Family Law"
1855,bv34rqe2NeDEJnrOEL3aLQ,The Breaking Point,5740 E Broadway Blvd,Tucson,AZ,85711.0,32.2211292,-110.8696811,5.0,41,1,"{'GoodForKids': 'False', 'WiFi': ""u'free'""}",Arts & Entertainment
1868,tOoVIjCfCAZbiGfiPFLqMA,Men's Medical,"698 E Wetmore Rd, Ste 370",Tucson,AZ,85705.0,32.2861584,-110.9617508,5.0,6,1,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Health & Medical, Doctors"
1873,RKC0jWoBbDFgg1dK4ZcMrw,Puffin Tee Shirts,4245 N 16th Pl,Tucson,AZ,85705.0,32.2845832,-110.98417,5.0,6,1,{'BusinessAcceptsCreditCards': 'True'},"Local Services, Screen Printing/T-Shirt Printing, Screen Printing"
1894,v3SBrwbxonsY9qHlBjylNw,Charlie's Comic Books,1421 S Kolb Rd,Tucson,AZ,85710.0,32.20370144,-110.84051,5.0,28,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}","Shopping, Comic Books, Books, Mags, Music & Video"
1907,wsO066xlTDFuRekV1kN2_Q,Jesse's Tattoo Shop,"7941 E Lakeside Pkwy, Ste 116",Tucson,AZ,85730.0,32.18993963,-110.8215078,5.0,7,1,"{'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","Beauty & Spas, Tattoo"
1912,kcEDlXLTxKR5D028RS_-9w,Power & Physique Systems,2841 N Campbell Ave,Tucson,AZ,85719.0,32.2585269,-110.9446053,5.0,11,0,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Boot Camps, Trainers, Fitness & Instruction, Active Life, Gyms"
1925,BIt2HXhYksM4nReEz-a9tA,Big Bad Wolf Food Truck,2760 W Curtis Rd,Tucson,AZ,85705.0,32.22154999,-110.9697571,5.0,12,0,"{'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'WheelchairAccessible': 'True'}","Food, Food Trucks"
1937,WYjZOMa7_E6e8o7hPYZOwQ,Leber Orthodontics,"8255 S Houghton Rd, Ste 101",Tucson,AZ,85747.0,32.1016169,-110.772152,5.0,12,1,"{'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}","Dentists, Orthodontists, Health & Medical"
1947,ya6ZykcP7EmtarvkFoSJUw,Face It Aesthetics,"7315 N Oracle Rd, Ste 22",Tucson,AZ,85704.0,32.3395322,-110.9780376,5.0,7,1,"{'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Beauty & Spas, Waxing, Hair Removal, Skin Care, Day Spas, Eyelash Service"
1949,uNrcxIh3EOPunPg2cZ_aIQ,Native Seeds/ SEARCH,3061 N Campbell Ave,Tucson,AZ,85719.0,32.262626,-110.9441405,5.0,35,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Shopping, Nurseries & Gardening, Food, Home & Garden, Local Flavor"
1960,24HqIGP-wrjzzNScZCtg_Q,Leon's Exhaust Works,"5294 N Casa Grande Hwy, Ste 110",Tucson,AZ,85743.0,32.3030434,-111.0364003,5.0,11,1,{'BusinessAcceptsCreditCards': 'True'},"Auto Customization, Automotive"
1973,wrKv_OspdBf9W9vOCdaBKA,Monkey Garage Door Company,"3661 N Campbell Ave, Ste 310",Tucson,AZ,85719.0,32.2732987,-110.9461696,5.0,9,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Home Services, Garage Door Services"
1975,cyBml_LL3l9p_gGyEH0JoA,CakeLab,402 E 4th St,Tucson,AZ,85705.0,32.230609,-110.965437,5.0,5,0,"{'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Gluten-Free, Desserts, Food"
2003,MyWCabRttpYqNFz36aizVQ,Casabona Chiropractic,7562 N La Cholla Blvd,Tucson,AZ,85741.0,32.3443817,-111.0122995,5.0,13,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Chiropractors, Health & Medical, Beauty & Spas, Massage"
2011,D_ikRbZcIPhjeGU-yegz5g,First Hand Healing,"1636 N Swan Rd, Ste 100",Tucson,AZ,85712.0,32.2427346,-110.8920161,5.0,5,0,"{'BikeParking': 'True', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'AcceptsInsurance': 'True', 'BusinessAcceptsBitcoin': 'None'}","Beauty & Spas, Massage, Health & Medical, Physical Therapy, Rehabilitation Center"
2012,Nm0qOV7M8_83tchoT3aMew,Lloyd's Transmissions & Drivetrain,3215 S Dodge Blvd,Tucson,AZ,85713.0,32.1869457,-110.9132218,5.0,14,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}","Transmission Repair, Auto Repair, Automotive"
2022,4OY5nN6l6eAVDiZZjnJs1w,Tucson Herb Store,228 N 4th Ave,Tucson,AZ,85705.0,32.226757,-110.965177,5.0,17,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True'}","Food, Health Markets, Specialty Food"
2029,YVdPb305mjhVpQbePosmjA,Express Painting,3312 W Tres Nogales Rd,Tucson,AZ,85705.0,32.3096939,-111.037681,5.0,7,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Painters, Home Services, Local Services, Drywall Installation & Repair, Roofing"
2041,9d060KiKStUUqTzV_KQlCw,Old Pueblo Acupuncture,2450 N Pantano Rd,Tucson,AZ,85715.0,32.2517127,-110.8229675,5.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'AcceptsInsurance': 'True'}","Tui Na, Traditional Chinese Medicine, Health & Medical, Acupuncture"
2059,PdhnUOxRZmU2iasubZO5JQ,Red Captain Coffee Company,4004 N Stone Ave,Tucson,AZ,85705.0,32.2799291,-110.971457,5.0,12,1,"{'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'True', 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'WheelchairAccessible': 'True'}","Food Trucks, Food, Coffee & Tea"
2082,I2BrMhKHYXx8LnW16-eHWg,Sherminator Termite and Pest Control,1431 W Ina Rd,Tucson,AZ,85704.0,32.3367047,-110.99586,5.0,5,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Home Inspectors, Home Services, Local Services, Pest Control"
2089,hDe7iHOUXPzhGc8SZYi6kA,Southwest Canyon Creations,5458 E Pima St,Tucson,AZ,85712.0,32.2428816,-110.876149,5.0,10,1,{'BusinessAcceptsCreditCards': 'True'},"Shopping, Home & Garden, Furniture Stores"
2106,eK-_ahKKaMUQ1b0F1PRgMw,Let's Sweat,"439 N 6th Ave, Ste 10",Tucson,AZ,85705.0,32.22733613,-110.9688633,5.0,55,1,"{'ByAppointmentOnly': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}"", 'DogsAllowed': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True'}","Fitness & Instruction, Gyms, Active Life, Yoga, Cycling Classes"
2131,#NAME?,Pangean Coffee Roasters,1525 N Wilmot Rd,Tucson,AZ,85712.0,32.24090798,-110.8583986,5.0,22,0,"{'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Coffee Roasteries, Coffee & Tea, Food"
2132,mRPOf9qMPJ9ZewUYiRvLvQ,Ricardo Favila Hair Studio,"1702 E Prince Rd, Ste 100",Tucson,AZ,85719.0,32.272148,-110.945652,5.0,7,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Beauty & Spas, Hair Salons, Barbers"
2133,LHQCNsF-VEFOV0xRlfLuLQ,Wild Birds Unlimited,6546 ETanque Verde Rd,Tucson,AZ,85715.0,32.245828,-110.8524747,5.0,11,1,"{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'no'""}","Home & Garden, Pets, Pet Stores, Bird Shops, Shopping"
2141,9tlqjMhhie85aX4xng-oOQ,Bahti Indian Arts,"4330 N Campbell Ave, Ste 73",Tucson,AZ,85718.0,32.286074,-110.942227,5.0,5,1,"{'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Art Galleries, Shopping, Arts & Entertainment, Jewelry, Appraisal Services, Local Services, Arts & Crafts"
2148,zi23F23_8ao4Gz1Ecj5ywA,Yoga Oasis,"7858 E Wrightstown Rd, Ste 116",Tucson,AZ,85715.0,32.2502162,-110.8256295,5.0,9,1,"{'GoodForKids': 'False', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True'}","Yoga, Fitness & Instruction, Active Life, Trainers"
2175,Q7QidsieEXP2QNEjJCzkYg,Connecting Threads,945 W Congress St,Tucson,AZ,85745.0,32.2203333,-110.9882519,5.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","Sewing & Alterations, Bridal, Local Services, Shopping"
2178,RSMU58gMO0qnSMF3aQAxaQ,MAST,"100 S Avenida Del Convento, Ste 120",Tucson,AZ,85745.0,32.2200881,-110.9856602,5.0,16,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True'}","Shopping, Home & Garden, Art Galleries, Fashion, Department Stores, Home Decor, Arts & Entertainment, Jewelry, Furniture Stores, Bespoke Clothing"
2179,jrvBrQ3L8ROB43D3OT8vhg,Alfonso Gourmet Olive Oil & Balsamics,"4320 N Campbell Ave, Ste 40",Tucson,AZ,85718.0,32.286115,-110.942288,5.0,32,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True'}","Specialty Food, Food, Olive Oil"
2195,0TPY1j07WR-v3oWPTAa1qw,Kent's Jewelry and Lapidary Tool Store,2745 N 1st Ave,Tucson,AZ,85719.0,32.2569419,-110.9611967,5.0,8,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'True'}","Home & Garden, Hardware Stores, Hobby Shops, Shopping, Local Services, Arts & Crafts, Art Supplies, Jewelry Repair, Jewelry"
2198,tgGOj3rNDsUB2RksDim7fg,Whiskey Del Bac,"2106 N Forbes Blvd, Ste 103",Tucson,AZ,85745.0,32.24810281,-110.9924661,5.0,20,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'Caters': 'False'}","Distilleries, Food, Local Flavor"
2204,n4mSDjOTJqlDZdiNcGn53g,Oro Valley Automotive,"645 E Vuelta Caminata Del Rio, Ste 102",Oro Valley,AZ,85737.0,32.3973565,-110.9615667,5.0,14,1,{'BusinessAcceptsCreditCards': 'True'},"Auto Repair, Automotive"
2216,QAyPzYCrwKKXk35SbOM0kQ,Toni & Guy Hairdressing,"4861 E Grant Rd, Ste 111",Tucson,AZ,85707.0,32.221667,-110.925833,5.0,11,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True', 'GoodForKids': 'True'}","Hair Salons, Beauty & Spas"
2233,HsXZuD-5fZSKeAqkONz_xA,Gentlemen's Corner Barber Parlor,2808 N Country Club Rd,Tucson,AZ,85716.0,32.25785144,-110.9270209,5.0,6,1,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Hair Salons, Men's Hair Salons, Beauty & Spas, Barbers"
2235,n3ner0tWOquLkiGBKuSnVw,Just Water Heaters,"3938 E Grant Rd, Ste 120",Tucson,AZ,85712.0,32.2497829,-110.90787,5.0,60,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'BusinessAcceptsBitcoin': 'False'}","Home Services, Water Heater Installation/Repair, Plumbing, Contractors"
2239,v3wh8q3C7l3aKWle2gkYXw,TGS Outdoors,"1870 W Prince Rd, Ste 1",Tucson,AZ,85705.0,32.2735079,-111.0054463,5.0,7,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'True', 'WheelchairAccessible': 'True'}","Shopping, Sporting Goods, Archery, Hunting & Fishing Supplies, Active Life, Fishing"
2242,So20ueL9qAIpV6FIwUtlKA,El Checo Mexican Food,1625 E Sahuarita Rd,Sahuarita,AZ,85629.0,31.9582104,-110.9508841,5.0,25,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'True', 'WiFi': ""u'no'"", 'DogsAllowed': 'True'}","Mexican, Food Trucks, Food, Food Stands, Restaurants"
2243,LnDlXFbtjqkM_LiQBMeTJg,Plants For the Southwest,50 E Blacklidge Dr,Tucson,AZ,85705.0,32.2609519,-110.9714337,5.0,18,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}""}","Home & Garden, Shopping, Nurseries & Gardening"
2255,SB701BqUT7JijmgCe1FH8g,"John R Carson, DDS, PC",7415 E Tanque Verde Rd,Tucson,AZ,85715.0,32.2510998,-110.8341741,5.0,20,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Cosmetic Dentists, General Dentistry, Dentists, Health & Medical"
2281,J2Xv3Iz6QtwQdWhUqoH6JA,Alpha Pools,8807 E Squaw Peak Dr,Tucson,AZ,85730.0,32.1731523,-110.8044187,5.0,5,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True'}","Pool & Hot Tub Service, Pool Cleaners, Home Services"
2285,CjI1Xo8ErIjPtsOpf3wPqg,Sublime Salon,"4861 East Grant Rd, Ste 111",Tucson,AZ,85712.0,32.2514571,-110.889028,5.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'BikeParking': 'True', 'WheelchairAccessible': 'True'}","Beauty & Spas, Hair Salons"
2309,rH_XYQ8v10nFlUK1Twh8FA,B&B Plumbers,233 E Corona Rd,Tucson,AZ,85756.0,32.123432,-110.965056,5.0,6,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Home Services, Contractors, Plumbing"
2313,rEuy7Hk90X5P7_aV1h73CQ,Tucson Bike Tours,"215 N Hoff Ave, Ste 101",Tucson,AZ,85705.0,32.224122,-110.965077,5.0,24,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Bike Rentals, Tours, Hotels & Travel, Mountain Biking, Active Life, Historical Tours, Bike tours"
2319,BiTm1h4yCUIbjdMkwb6jpw,Silver Sea Jewelry & Gifts,330 N 4th Ave,Tucson,AZ,85705.0,32.225944,-110.9653771,5.0,9,1,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Shopping, Jewelry"
2360,43XaqjVVNzjUN_RxfsQqNg,Affordable Massage Healing,"6700 N Oracle Rd, Ste 507",Tucson,AZ,85704.0,32.3283803,-110.9754887,5.0,7,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'True', 'AcceptsInsurance': 'False'}","Massage Therapy, Health & Medical"
2370,VrLVtfSnfzS1qpwp3fet2A,The Wood Group,1610 N Kolb Rd,Tucson,AZ,85715.0,32.2419033,-110.8428354,5.0,6,1,{'BusinessAcceptsCreditCards': 'False'},"Home Services, Real Estate, Real Estate Agents"
2382,odyMXeqkEDGdqI3ntd16KA,Gabrielle Feinholtz - Coldwell Banker Realty,"5460 E Broadway, Ste 350",Tucson,AZ,85711.0,32.2203576,-110.8758851,5.0,5,1,{'BusinessAcceptsCreditCards': 'False'},"Real Estate, Real Estate Agents, Home Services, Real Estate Services"
2383,f47ZQBJvbsc7OWRo8Uoa0Q,Dolly Quinn Salonspa,6823 E Camino Principal,Tucson,AZ,85715.0,32.2504995,-110.8468451,5.0,10,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'ByAppointmentOnly': 'True', 'BikeParking': 'True', 'GoodForKids': 'True'}","Hair Salons, Hair Removal, Day Spas, Beauty & Spas"
