,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories
1535,HpwhTTK6YMORda5Rfn8mhQ,$99 Pool Pumps & Pool Motors,6280 S Campbell Ave,Tucson,AZ,85706.0,32.188521,-110.934416,1.0,11,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True'}","Pool Cleaners, Home Services, Home & Garden, Beauty & Spas, Pool & Hot Tub Service, Shopping, Hot Tub & Pool, Active Life, Swimming Pools"
1536,PB8EMqO5HvQfJ_CRyboj9w,Ace Hardware,7119 E Tanque Verde Rd,Tucson,AZ,85715.0,32.2521421,-110.8400647,3.0,9,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Shopping, Hardware Stores, Home & Garden"
1538,csLslZTb0cSbvjhzH-BiPA,CVS Pharmacy,865 East Grant Rd,Tucson,AZ,85719.0,32.2508,-110.9584156,2.0,14,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True'}","Food, Health & Medical, Shopping, Pharmacy, Drugstores, Convenience Stores"
1539,frkdRWMpN70bO3jFWdMKeg,Sushi King,"1800 E Ft Lowell Rd, Ste 116",Tucson,AZ,85719.0,32.2648362,-110.9448329,3.0,22,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'NoiseLevel': ""u'quiet'""}","Restaurants, Sushi Bars, Japanese"
1541,pdgfokHzIqPnt4no1OLjug,Kohl's,199 N Pantano Rd,Tucson,AZ,85710.0,32.2236918,-110.8264209,3.0,29,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'WiFi': ""u'no'"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'Caters': 'False', 'RestaurantsTableService': 'False', 'HappyHour': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'False', 'CoatCheck': 'False', 'Smoking': ""u'no'"", 'DogsAllowed': 'False'}","Fashion, Cosmetics & Beauty Supply, Department Stores, Shoe Stores, Beauty & Spas, Shopping, Jewelry, Women's Clothing, Men's Clothing"
1545,4Qt-KtFm3AJOJnrk61_7JQ,Bacon and Craeggs,601 N 4th Ave,Tucson,AZ,85705.0,32.229265,-110.965876,3.0,5,0,"{'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True'}","Food Delivery Services, Restaurants, Food, Breakfast & Brunch"
1552,nWZZ0PJXbQZkhXkYsWnHew,Huntington Park Apartments,"8550 E Speedway Blvd, Apt 276",Tucson,AZ,85710.0,32.235072,-110.8097039,1.5,16,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'False'}","Real Estate, Apartments, Home Services"
1554,KdeglwkQVJmdh9eGGG6TNw,Red Roof Inn Tucson Downtown - University,1300 N Stone Ave,Tucson,AZ,85705.0,32.2385,-110.97183,1.5,19,1,{'BusinessAcceptsCreditCards': 'True'},"Event Planning & Services, Hotels & Travel, Hotels"
1555,mV13U2bc3IEPnyaOyFxQGQ,Quiznos,"250 S Craycroft Rd, Ste 120",Tucson,AZ,85711.0,32.2186822,-110.8758823,2.0,6,0,"{'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Caters': 'True'}","Restaurants, Fast Food, Delis, Sandwiches"
1556,rX4pmubWdgrKEG794iwbWA,Northwest Allied Physicians,4001 E Sunrise Dr,Tucson,AZ,85718.0,32.3098481,-110.9079133,2.0,8,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'True'}","Health & Medical, Medical Centers"
1558,iiICitY7INQTj14sslcz1A,CVS Pharmacy,8705 East Speedway Blvd,Tucson,AZ,85710.0,32.2360521,-110.8062128,3.0,11,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'WheelchairAccessible': 'True', 'DriveThru': 'True'}","Drugstores, Health & Medical, Food, Convenience Stores, Pharmacy, Shopping"
1563,s6wIr5KByrpRCwDtmuVipw,Starr Gems,220 W Drachman St,Tucson,AZ,85705.0,32.2397855,-110.9755785,3.0,5,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'BikeParking': 'True'}","Jewelry, Shopping"
1567,W-outHMlKBRaQnqWxDpp7w,Griswold Eye Care,"1521 E Tangerine Rd, Ste 301",Oro Valley,AZ,85755.0,32.428912,-110.9500051,2.0,5,1,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True'}","Optometrists, Ophthalmologists, Eyewear & Opticians, Doctors, Health & Medical, Shopping"
1568,ydUyF4fW1WsRMzphRKXlWw,KFC,6872 E Tanque Verde Rd,Tucson,AZ,85715.0,32.2503,-110.846,1.5,40,0,"{'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'False', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""u'none'""}","Chicken Shop, Chicken Wings, Restaurants, Fast Food"
1570,n30cwtnOdHG6W5xe1O6KkA,Burger King,1960 W River Rd,Tucson,AZ,85704.0,32.30573315,-111.0092957,2.0,27,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'True'}","Burgers, Restaurants, Fast Food, Hot Dogs"
1579,IHyDxhifrorx_wgFXTA3Tg,Michael F Hamant MD,"6761 E Tanque Verde Rd, Ste 6",Tucson,AZ,85715.0,32.2499028,-110.8481673,2.5,10,1,{'ByAppointmentOnly': 'True'},"Family Practice, Health & Medical, Doctors, Obstetricians & Gynecologists"
1590,dogcOCiqIr3Q09VW_lFuEQ,McDonald's,3310 E 22nd St,Tucson,AZ,85713.0,32.20668392,-110.921305,2.0,20,1,"{'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""'free'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'DriveThru': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","Food, Restaurants, Burgers, Fast Food, Coffee & Tea"
1597,Fx3hU_UjoUdBrP1aqeG0uA,Food City,1225 W Saint Marys Rd,Tucson,AZ,85745.0,32.2284765,-110.990807,2.5,11,1,"{'BusinessParking': ""{'valet': False, 'garage': False, 'street': False, 'lot': True, 'validated': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}","Food, Grocery"
1599,5guS25GDbxMEnsw_ZD7umA,Schlotzsky's,3270 E Valencia,Tucson,AZ,85706.0,32.1336962,-110.922383,3.0,82,1,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'False', 'Alcohol': ""'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'no'"", 'CoatCheck': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsReservations': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'RestaurantsTableService': 'False', 'HasTV': 'True', 'DriveThru': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True'}","Restaurants, Pizza, Burgers, Delis, Caterers, Sandwiches, Event Planning & Services"
1600,_hjtckoWQcivaQ7BUnvCPQ,The Home Depot,10855 N Oracle Rd,Oro Valley,AZ,85737.0,32.40289114,-110.9545139,2.5,36,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Building Supplies, Home & Garden, Appliances, Nurseries & Gardening, Shopping, Home Services, Hardware Stores"
1603,VWnAQSII8-5Zr9gJUjcUkQ,T-Mobile,"5870 E Broadway Blvd, Spc 5578",Tucson,AZ,85711.0,32.219614,-110.86457,1.5,6,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Shopping, Telecommunications, Electronics, Local Services, Mobile Phones, IT Services & Computer Repair"
1609,G_JKdNLy-0FQcKk18Aa21A,Hughes Federal Credit Union,3131 E Speedway Blvd,Tucson,AZ,85716.0,32.23677,-110.925788,2.5,28,1,{'BusinessAcceptsCreditCards': 'True'},"Banks & Credit Unions, Financial Advising, Mortgage Brokers, Financial Services, Insurance, Real Estate, Home Services"
1611,APB0Kh8oF2otJX6RZbeq9Q,Tucson Family Vision Care,3901 W Costco Dr,Tucson,AZ,85741.0,32.326274,-111.0499528,3.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'AcceptsInsurance': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""u'no'"", 'WheelchairAccessible': 'True'}","Shopping, Optometrists, Ophthalmologists, Eyewear & Opticians, Doctors, Health & Medical"
1612,vDUPgJdR2Ro1aRE5PXyCjw,The Ledges at West Campus,2162 W Speedway Blvd,Tucson,AZ,85745.0,32.236584,-111.0141391,2.5,25,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Apartments, Real Estate, Home Services"
1613,srIB2thMklMatP_KNHDUFQ,Dollar Tree Stores,7810 E Speedway Blvd,Tucson,AZ,85710.0,32.2341082,-110.826188,3.0,6,1,"{'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Discount Store, Shopping"
1614,FYAHfcOPs8W-YQu-txIlOw,Pacific Glass & Window,4732 N Flowing Wells Rd,Tucson,AZ,85705.0,32.292597,-110.994801,2.5,7,1,{'BusinessAcceptsCreditCards': 'True'},"Door Sales/Installation, Glass & Mirrors, Home Services, Windows Installation"
1616,mfVpQYxtYiRcnLoa3M7X5Q,Coachline Nails and Spa,"9190 N Coachline Blvd, Ste 110",Tucson,AZ,85743.0,32.3735941,-111.127026,3.0,38,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False'}","Nail Salons, Beauty & Spas"
1618,45tVg7JUt-G8yD-9uiwYSQ,Royal Hookah Lounge,347 N 4th Ave,Tucson,AZ,85705.0,32.2261759,-110.9656012,2.5,36,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""'none'"", 'CoatCheck': 'False', 'BikeParking': 'True', 'HasTV': 'True', 'NoiseLevel': ""'loud'"", 'HappyHour': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForDancing': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsReservations': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}""}","Bars, Lounges, Nightlife, Hookah Bars"
1619,JFaWu7P01eVPyZpS3SuuCQ,Catalina Eye Care,"3925 E Fort Lowell Rd, Ste 100",Tucson,AZ,85712.0,32.265443,-110.9089571,3.0,22,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'True'}","Optometrists, Ophthalmologists, Health & Medical, Doctors"
1621,Dy4cmOkfS_2e4DNNBx3O9w,McDonald's,5870 E Broadway Blvd,Tucson,AZ,85711.0,32.219469,-110.865855,2.5,11,0,"{'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'DriveThru': 'True', 'HasTV': 'True', 'WiFi': ""u'free'""}","Restaurants, Burgers, Coffee & Tea, Food, Fast Food"
1626,BkLSsEsI4rRvLyjMRtklrg,ZAGG Park Place Mall,5870 E Broadway Blvd,Tucson,AZ,85711.0,32.2198444,-110.8655177,2.5,17,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}","Electronics, Mobile Phones, Shopping"
1627,x4Z2psHoRSNcKhqm4TpC7g,Hooters,4385 W Ina Rd,Tucson,AZ,85741.0,32.3360919,-111.0582179,3.0,41,0,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'loud'"", 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True'}","Chicken Wings, Sports Bars, Bars, Nightlife, American (Traditional), Restaurants"
1629,DtGOHl5DVYpFHJe13dMiSQ,Aventura Apartment Homes,1700 West Prince Rd,Tucson,AZ,85705.0,32.2735691,-111.0017046,2.5,5,1,{'BusinessAcceptsCreditCards': 'True'},"Apartments, Home Services, Real Estate"
1633,9N_PCG2ROCXYBvydWFVUlQ,The Retreat at Speedway Apartments,7401 E Speedway Blvd,Tucson,AZ,85710.0,32.237497,-110.833516,2.5,22,1,{'BusinessAcceptsCreditCards': 'True'},"Real Estate, Apartments, Home Services"
1634,cj2nJHZLeiMxEQmyAH8BBA,Mister Car Wash,3050 N Oracle Rd,Tucson,AZ,85705.0,32.2626725,-110.9775112,2.5,83,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Auto Detailing, Automotive, Car Wash"
1641,ATutwWGFf7Wo-xO24LNwAw,Pappoule's,5870 E Broadway Blvd,Tucson,AZ,85711.0,32.2202662,-110.8655052,3.0,9,0,"{'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True'}","Greek, Restaurants"
1644,FwZZQ3-ecjtGrFJVEqtwbg,Sonora Quest Laboratories,"1925 W Orange Grove Rd, Ste 100",Tucson,AZ,85704.0,32.3225179,-111.008182,1.5,14,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'AcceptsInsurance': 'True'}","Diagnostic Services, Health & Medical, Laboratory Testing"
1646,QIuFl78juegJNt_WBlDmMw,Walmart Supercenter,7635 N La Cholla Blvd,Tucson,AZ,85741.0,32.34453,-111.015644,2.5,61,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'True'}","Food, Department Stores, Electronics, Mobile Phones, Shopping, Fashion, Grocery"
1648,sclnN2O_UYh2S_LAa22ZBA,Children's Medical Center of Tucson,8895 E Golf Links Rd,Tucson,AZ,85730.0,32.1922835,-110.8026295,2.5,7,1,{'ByAppointmentOnly': 'True'},"Pediatricians, Health & Medical, Hospitals, Doctors"
1650,_c-TzNu-sTCgG_7ggrWEZA,Wendy's,1005 N. Campbell Ave.,Tucson,AZ,85719.0,32.2352052,-110.9444735,2.5,27,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'False', 'Alcohol': ""'none'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True'}","Burgers, Hot Dogs, Fast Food, Restaurants"
1653,glKW0cgvpNgHwMBrsBncbw,La Bella Consignment Boutique,"4811 E Grant Rd, Ste 121",Tucson,AZ,85712.0,32.2521775,-110.8904529,2.0,8,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Fashion, Used, Vintage & Consignment, Women's Clothing, Shopping, Jewelry"
1661,K5zTExeeCYdfH6MHESe3Sg,U-Haul Moving & Storage at Ina Rd,4040 W Ina Rd,Tucson,AZ,85741.0,32.33808,-111.052127,2.0,16,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Movers, Truck Rental, Self Storage, Propane, Home Services, Automotive, Hotels & Travel, Car Rental, Local Services"
1662,SldGkpfpNeJPscw2VsPf1A,Hideout,3000 S Mission Rd,Tucson,AZ,85713.0,32.1874007,-111.0018443,3.0,14,1,"{'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsTakeOut': 'None', 'RestaurantsDelivery': 'None'}","Nightlife, Bars"
1667,kbjbMffGvyjIdJivotkIiw,Mama's Famous Pizza & Heros,7965 N Oracle Rd,Tucson,AZ,85704.0,32.35131158,-110.9772884,3.0,197,1,"{'RestaurantsDelivery': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'HasTV': 'False', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BYOB': 'False', 'Corkage': 'False', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': None, u'dinner': True, u'latenight': False, u'dessert': None}"", 'Ambience': ""{u'divey': True, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}"", 'WheelchairAccessible': 'True'}","Italian, Restaurants, Sandwiches, Pizza"
1668,ALBykAph3tGwkCQi87aaRw,Walgreens,6767 E Broadway Blvd,Tucson,AZ,85710.0,32.2216937,-110.8480859,2.5,8,1,"{'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False'}","Photography Stores & Services, Shopping, Cosmetics & Beauty Supply, Convenience Stores, Drugstores, Beauty & Spas, Health & Medical, Urgent Care, Food"
1675,aKkX9smhAdNMpTFbL2HnUg,Public Storage,3851 N Romero Rd,Tucson,AZ,85705.0,32.277444,-111.004484,2.0,14,1,{'BusinessAcceptsCreditCards': 'True'},"Self Storage, Local Services"
1676,tB2Oz-ULaIyPrRTZQXBCeA,Valley View Apartments - Northland,5025 N 1st Ave,Tucson,AZ,85718.0,32.2980882,-110.9613979,3.0,5,0,{'BusinessAcceptsCreditCards': 'True'},"Apartments, Real Estate, Home Services"
1677,7aXV1Hg2keU51gCvL9M5PA,Wienerschnitzel,2155 South 6th Ave,Tucson,AZ,85713.0,32.1968644,-110.9680574,3.0,10,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'DriveThru': 'True', 'RestaurantsReservations': 'False'}","Restaurants, Hot Dogs, Fast Food, Burgers, Sandwiches"
1678,C286_uXV8j3fMyXkier-Mg,Vagabond Inn - Executive Green Valley Sahuarita,19200 S I 19 Frontage Rd,Green Valley,AZ,85614.0,31.901266,-110.987235,2.5,19,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Hotels, Hotels & Travel, Event Planning & Services"
1687,KE52QVtE2WzAFnXp8oQIpA,All My Sons Moving & Storage,3219 E 45th St,Tucson,AZ,85713.0,32.182658,-110.9238293,1.5,105,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Home Services, Movers, Self Storage, Local Services"
1691,DLcwOj2rYBkropGycXWkhw,TrailersPlus - Tucson,2129 E Benson Hwy,Tucson,AZ,85714.0,32.1665227,-110.9396902,2.0,5,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Trailer Repair, Trailer Dealers"
1692,80oF0k9Vx3gBhMOmRMsrCA,Radisson Inn Tucson Airport,4550 S Palo Verde Rd,Tucson,AZ,85714.0,32.16931854,-110.9183969,1.5,10,0,{'BusinessAcceptsCreditCards': 'True'},"Hotels, Hotels & Travel, Event Planning & Services"
1696,AOnVgXVcNW3BDiWrOHc9tA,Cost Cutters,"9095 E Tanque Verde Rd Ste 171, Madera Village",Tucson,AZ,85749.0,32.259445,-110.798163,1.0,9,1,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hair Salons, Hair Stylists, Beauty & Spas"
